id,source,target,location,social_distance,text_distance,time_distance,created_at,updated_at
655,    10154237556155100   ,    10203795790833000   ,,,0.102553889193344,66480.0,2014-07-29 01:26:17 UTC,2014-07-30 21:14:03 UTC
660,    10154237556155100   ,    10203375803609100   ,,,0.0828051278410763,67500.0,2014-07-29 01:26:19 UTC,2014-07-30 21:14:03 UTC
661,    10154237556155100   ,    10152030341315900   ,,,0.0367767202108177,79980.0,2014-07-29 01:26:20 UTC,2014-07-30 21:14:03 UTC
662,    10154237556155100   ,    10204070474264400   ,,,0.1328400541823,64200.0,2014-07-29 01:26:20 UTC,2014-07-30 21:14:03 UTC
663,    10154237556155100   ,    10203154807607700   ,,,0.0339840452981819,40920.0,2014-07-29 01:26:21 UTC,2014-07-30 21:14:03 UTC
665,    10154237556155100   ,    10154161006850400   ,,,0.0804722727149481,78060.0,2014-07-29 01:26:22 UTC,2014-07-30 21:14:03 UTC
666,    10154237556155100   ,    10152481202984800   ,,,0.102553889193344,60540.0,2014-07-29 01:26:23 UTC,2014-07-30 21:14:03 UTC
667,    10154237556155100   ,    1431206683815010    ,,,0.141956051132647,68100.0,2014-07-29 01:26:23 UTC,2014-07-30 21:14:03 UTC
668,    10154237556155100   ,    10152194488117800   ,,,0.132701138469202,73440.0,2014-07-29 01:26:24 UTC,2014-07-30 21:14:03 UTC
670,    10154237556155100   ,    10152461578970200   ,,,0.0529980726878442,103080.0,2014-07-29 01:26:25 UTC,2014-07-30 21:14:03 UTC
671,    10154237556155100   ,    10203299566062600   ,,,0.0448901957705941,85140.0,2014-07-29 01:26:25 UTC,2014-07-30 21:14:03 UTC
672,    10154237556155100   ,    10154158904980400   ,,,0.0867332956071924,35700.0,2014-07-29 01:26:26 UTC,2014-07-30 21:14:03 UTC
673,    10154237556155100   ,    10203549599554800   ,,,0.0401407406322227,84780.0,2014-07-29 01:26:26 UTC,2014-07-30 21:14:03 UTC
677,    10154237556155100   ,    10152233644959100   ,,,0.0681270821829193,72540.0,2014-07-29 01:26:28 UTC,2014-07-30 21:14:03 UTC
680,    10154237556155100   ,    10152564673903500   ,,,0.132701138469202,83880.0,2014-07-29 01:26:30 UTC,2014-07-30 21:14:03 UTC
681,    10154237556155100   ,    10152411710657800   ,,,0.081046098954245,57060.0,2014-07-29 01:26:30 UTC,2014-07-30 21:14:03 UTC
